sep=,
DeviceTag:,15,,,,,,,,,,,,,,,,,
FirmwareVersion:,2.2.1,,,,,,,,,,,,,,,,,
AppVersion:,2023.0.0,,,,,,,,,,,,,,,,,
StartTime:,2023-07-14 13:21:32.000 +0900,,,,,,,,,,,,,,,,,
© Movella Technologies B. V. 2005-2023,,,,,,,,,,,,,,,,,,,

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,
33, 54646996, 1.0663113594055176, -0.26771414279937744, -78.16087341308594, 0.03896275907754898, 0.15572232007980347, 9.185298919677734, 0.013017652556300163, 0.0360562764108181, 0.32700371742248535, 
34, 54663663, 1.0662418603897095, -0.2662579417228699, -78.1606674194336, 0.04345449432730675, 0.15574024617671967, 9.1880521774292, 0.008189660497009754, 0.09917876124382019, 0.27536851167678833, 
35, 54680330, 1.066918134689331, -0.2661658227443695, -78.15876770019531, 0.06243342533707619, 0.1602856069803238, 9.19721508026123, 0.058902811259031296, 0.017141301184892654, 0.2712833285331726, 
36, 54696997, 1.0668039321899414, -0.2635953724384308, -78.14852905273438, 0.053292665630578995, 0.174193874001503, 9.18255615234375, 0.01323536317795515, 0.1721109300851822, 0.21716369688510895, 
37, 54713664, 1.0661399364471436, -0.26230061054229736, -78.1399917602539, 0.04368694871664047, 0.16966958343982697, 9.177974700927734, -0.022116562351584435, 0.09839758276939392, 0.26058998703956604, 
38, 54730331, 1.065779447555542, -0.2601286768913269, -78.1436767578125, 0.04893682152032852, 0.1741684526205063, 9.1798095703125, -0.0048408000729978085, 0.15082676708698273, 0.2991243004798889, 
39, 54746998, 1.0664691925048828, -0.2591647505760193, -78.13713073730469, 0.03848700225353241, 0.1787601113319397, 9.183464050292969, 0.056533634662628174, 0.07861178368330002, 0.2475147396326065, 
40, 54763665, 1.06661856174469, -0.2577257752418518, -78.1467514038086, 0.061131637543439865, 0.1687716841697693, 9.20362663269043, 0.01967695727944374, 0.10489040613174438, 0.26225486397743225, 
41, 54780332, 1.0683907270431519, -0.2550441026687622, -78.12177276611328, 0.0443306639790535, 0.15148456394672394, 9.20178508758545, 0.117338165640831, 0.185058131814003, 0.27621373534202576, 
42, 54796999, 1.0684587955474854, -0.2537034749984741, -78.10676574707031, 0.04205622524023056, 0.16094736754894257, 9.190792083740234, 0.019651344045996666, 0.1049032136797905, 0.3253517150878906, 
43, 54813666, 1.0687419176101685, -0.2533174753189087, -78.11808776855469, 0.05736594274640083, 0.1664438396692276, 9.196306228637695, 0.03515983372926712, 0.0450335256755352, 0.25980880856513977, 
44, 54830333, 1.0698456764221191, -0.2517950236797333, -78.0868911743164, 0.043565358966588974, 0.17847777903079987, 9.199028015136719, 0.08365748077630997, 0.11544283479452133, 0.21146485209465027, 
45, 54847000, 1.0704314708709717, -0.25037118792533875, -78.08452606201172, 0.045081667602062225, 0.1731957197189331, 9.193531036376953, 0.050015196204185486, 0.10976961255073547, 0.2671852707862854, 
46, 54863667, 1.0713422298431396, -0.2511330246925354, -78.07251739501953, 0.06040214002132416, 0.18792611360549927, 9.2063627243042, 0.06781602650880814, -0.02139941230416298, 0.2598472535610199, 
47, 54880334, 1.070744514465332, -0.2504909932613373, -78.07389831542969, 0.05128281190991402, 0.17073528468608856, 9.185302734375, -0.02707262523472309, 0.0648193508386612, 0.21797049045562744, 
48, 54897001, 1.0707669258117676, -0.2504425346851349, -78.0942611694336, 0.04930517077445984, 0.17249120771884918, 9.178890228271484, 0.010533222928643227, 0.031164253130555153, 0.26635289192199707, 
49, 54913668, 1.0700350999832153, -0.24872465431690216, -78.09503936767578, 0.05561717599630356, 0.16608621180057526, 9.177069664001465, -0.035204652696847916, 0.13370467722415924, 0.32121527194976807, 
50, 54930335, 1.069814682006836, -0.24783514440059662, -78.08401489257812, 0.042471036314964294, 0.16786716878414154, 9.175228118896484, -0.004136451054364443, 0.08528388291597366, 0.317155659198761, 
51, 54947002, 1.0702648162841797, -0.24591538310050964, -78.0635986328125, 0.05324972793459892, 0.16872188448905945, 9.17341136932373, 0.03614592179656029, 0.14502550661563873, 0.2868430018424988, 
52, 54963669, 1.0693321228027344, -0.24443353712558746, -78.0574722290039, 0.050971806049346924, 0.1505151242017746, 9.173415184020996, -0.04665352776646614, 0.11978419125080109, 0.24908991158008575, 
53, 54980336, 1.069736361503601, -0.24316111207008362, -78.05155181884766, 0.037063874304294586, 0.18706442415714264, 9.186200141906738, 0.03766987472772598, 0.1097952276468277, 0.3556899130344391, 
54, 54997003, 1.0701533555984497, -0.24367211759090424, -78.0433120727539, 0.04036828503012657, 0.16517068445682526, 9.178890228271484, 0.034980542957782745, 7.875904557295144E-4, 0.3614528179168701, 
55, 55013670, 1.0707751512527466, -0.24255050718784332, -78.03861236572266, 0.034013308584690094, 0.17077462375164032, 9.169724464416504, 0.04751795902848244, 0.09747552126646042, 0.30160871148109436, 
56, 55030337, 1.0696163177490234, -0.2421763390302658, -78.03755950927734, 0.041959814727306366, 0.17362473905086517, 9.214594841003418, -0.059920910745859146, 0.04934926703572273, 0.2785957455635071, 
57, 55047004, 1.069800853729248, -0.24179868400096893, -78.02474975585938, 0.05287422612309456, 0.17524130642414093, 9.186232566833496, 0.020381305366754532, 0.04998958483338356, 0.28438419103622437, 
58, 55063671, 1.069968342781067, -0.23945549130439758, -78.02876281738281, 0.048125021159648895, 0.16890785098075867, 9.20362377166748, 0.018140194937586784, 0.169677734375, 0.37616729736328125, 
59, 55080338, 1.0697345733642578, -0.2389233261346817, -78.02049255371094, 0.04218851774930954, 0.1680602878332138, 9.20361614227295, -0.005020088981837034, 0.06152811273932457, 0.32453209161758423, 
60, 55097005, 1.0690209865570068, -0.24060624837875366, -78.01895904541016, 0.0511934757232666, 0.16249942779541016, 9.189897537231445, -0.034052081406116486, -0.07199729979038239, 0.359775185585022, 
61, 55113672, 1.0683425664901733, -0.23910710215568542, -78.02143096923828, 0.04497789219021797, 0.1642768681049347, 9.20637035369873, -0.031145041808485985, 0.12060379981994629, 0.36793285608291626, 
62, 55130339, 1.0689762830734253, -0.23841847479343414, -77.99703216552734, 0.04011424258351326, 0.16328594088554382, 9.188971519470215, 0.04827352985739708, 0.07041571289300919, 0.32047247886657715, 
63, 55147006, 1.0697252750396729, -0.23856647312641144, -77.9921646118164, 0.07012942433357239, 0.1623454988002777, 9.202747344970703, 0.05636715143918991, 0.019561700522899628, 0.29425790905952454, 
64, 55163673, 1.0689185857772827, -0.23924115300178528, -77.9877700805664, 0.05005617439746857, 0.1818215250968933, 9.194472312927246, -0.03558884561061859, -0.007222780957818031, 0.4154956042766571, 
65, 55180340, 1.065209150314331, -0.23883678019046783, -77.98282623291016, 0.035425908863544464, 0.16621853411197662, 9.159661293029785, -0.21098460257053375, 0.06293679773807526, 0.6407464146614075, 
66, 55197007, 1.028613567352295, -0.23240305483341217, -77.9620361328125, 0.10077570378780365, 0.5239102244377136, 9.225759506225586, -2.1787188053131104, 0.44471967220306396, 1.8128477334976196, 
67, 55213674, 0.9873377680778503, -0.24464580416679382, -76.4204330444336, -1.7172969579696655, 3.643806219100952, 8.952752113342285, -2.1275055408477783, 0.9202021360397339, 92.1951904296875, 
68, 55230341, 1.0686616897583008, -0.28569236397743225, -75.27356719970703, -3.2169394493103027, 0.4344644546508789, 9.333561897277832, 4.729493618011475, -1.4261255264282227, 67.3321762084961, 
69, 55247008, 1.1436845064163208, -0.2615208625793457, -75.36046600341797, -0.6994509100914001, -0.5457119941711426, 9.166450500488281, 3.9956653118133545, 0.8066145181655884, -4.911427974700928, 
70, 55263675, 1.0464730262756348, -0.16988100111484528, -75.17704772949219, 6.2364912033081055, 0.8914743661880493, 9.360594749450684, -6.157849311828613, 5.158638954162598, 14.499945640563965, 
71, 55280342, 1.182590365409851, -0.202614426612854, -73.88813018798828, -0.23945683240890503, -0.019978750497102737, 9.02347183227539, 7.978390216827393, -0.28738105297088623, 80.02738952636719, 
72, 55297009, 1.157345175743103, -0.17852473258972168, -72.9792709350586, -1.0944405794143677, 0.183446004986763, 9.221413612365723, -1.7490957975387573, 2.6160106658935547, 52.80076217651367, 
73, 55313676, 1.1629351377487183, -0.17376647889614105, -73.4696273803711, -0.9339251518249512, 0.299572229385376, 9.21603012084961, -0.15185172855854034, -0.34475433826446533, -29.50518035888672, 
74, 55330343, 1.165916919708252, -0.14744971692562103, -74.26629638671875, 0.19831731915473938, 0.0017891543684527278, 9.172416687011719, -0.35051265358924866, 0.46399059891700745, -47.89066696166992, 
75, 55347010, 1.163203239440918, -0.1488053947687149, -74.35906982421875, 0.595873236656189, 0.062222920358181, 9.22515869140625, -0.5404407978057861, -0.3170340061187744, -5.63343620300293, 
76, 55363677, 1.1563721895217896, -0.06953210383653641, -73.89864349365234, 0.4583710730075836, -1.1433807611465454, 9.252267837524414, -0.6966351866722107, 5.255086421966553, 27.45189094543457, 
77, 55380344, 1.084502935409546, 0.007849541492760181, -73.76415252685547, 0.6875078082084656, -2.1127138137817383, 9.223053932189941, -4.500978469848633, 4.788821220397949, 7.907194137573242, 
78, 55397011, 1.241257905960083, -0.13048037886619568, -73.75371551513672, -0.026026468724012375, -0.016095302999019623, 9.170679092407227, 9.449329376220703, -8.225598335266113, 0.7212091088294983, 
79, 55413678, 1.1735116243362427, -0.049431633204221725, -73.74951171875, 0.12009473890066147, 0.29568588733673096, 9.210138320922852, -4.002599239349365, 4.92063570022583, 0.07500679790973663, 
80, 55430345, 1.2248315811157227, -0.10902423411607742, -73.74171447753906, 0.038366034626960754, 0.18710239231586456, 9.158717155456543, 3.13016676902771, -3.502326011657715, 0.4693399667739868, 
81, 55447012, 1.1970956325531006, -0.07798157632350922, -73.73577880859375, 0.009793081320822239, 0.1297222077846527, 9.137598037719727, -1.6151494979858398, 1.9329262971878052, 0.24399936199188232, 
82, 55463679, 1.198894739151001, -0.08137389272451401, -73.72991180419922, 0.04787826165556908, 0.2008862942457199, 9.2100248336792, 0.16194267570972443, -0.13506856560707092, 0.28108012676239014, 
83, 55480346, 1.2033179998397827, -0.08633053302764893, -73.72408294677734, 0.008078652434051037, 0.15768928825855255, 9.19524097442627, 0.3165729343891144, -0.22661474347114563, 0.2824056148529053, 
84, 55497013, 1.1978929042816162, -0.08583267033100128, -73.71798706054688, 0.035490281879901886, 0.18488633632659912, 9.220020294189453, -0.273274689912796, 0.09823109954595566, 0.2911715507507324, 
85, 55513680, 1.197564721107483, -0.09874105453491211, -73.71490478515625, -0.1224028468132019, 0.2050132304430008, 9.13127326965332, 0.03255373612046242, -0.7091068029403687, 0.12705178558826447, 
86, 55530347, 1.162276029586792, -0.44681596755981445, -73.78462982177734, -0.07709109038114548, 0.3344423174858093, 9.295368194580078, -2.0886480808258057, -20.918350219726562, -3.825716733932495, 
87, 55547014, 0.9443346261978149, -0.6986419558525085, -74.66209411621094, -1.0375930070877075, -0.22948631644248962, 9.466108322143555, -13.567999839782715, -16.038131713867188, -52.43227767944336, 
88, 55563681, 0.9076439738273621, -0.9706242084503174, -76.56656646728516, 0.424370139837265, -0.030253781005740166, 8.904623031616211, -3.79502010345459, -18.224740982055664, -114.04376220703125, 
89, 55580348, 0.9463819265365601, -1.1656510829925537, -76.74635314941406, 1.1631323099136353, 2.2213199138641357, 9.55853271484375, 2.184041738510132, -11.92961311340332, -11.94394302368164, 
90, 55597015, 0.6699928641319275, -1.7797770500183105, -75.92686462402344, 0.39860159158706665, -0.21257492899894714, 9.281797409057617, -15.453364372253418, -36.118404388427734, 48.13070297241211, 
91, 55613682, 0.5346257090568542, -2.173804998397827, -75.07909393310547, 0.33032238483428955, -0.37979811429977417, 9.279342651367188, -6.488495826721191, -23.0574893951416, 49.35586929321289, 
92, 55630349, 0.5216403007507324, -2.6900150775909424, -74.46866607666016, 0.05751914530992508, -0.6581715941429138, 9.022007942199707, 0.7002373337745667, -30.580045700073242, 35.56361770629883, 
93, 55647016, 0.5014420747756958, -3.325164556503296, -73.9251708984375, -0.42999619245529175, -0.868641197681427, 9.891168594360352, 0.4752413034439087, -37.791439056396484, 31.591222763061523, 
94, 55663683, 0.2644230127334595, -4.754189968109131, -73.47319030761719, -1.025354027748108, -0.9123578667640686, 9.823427200317383, -12.190677642822266, -85.60092163085938, 27.526514053344727, 
95, 55680350, 0.06430026143789291, -6.584632396697998, -72.96626281738281, -0.9032101035118103, 0.12131544947624207, 9.77730655670166, -8.804245948791504, -109.92374420166016, 30.480512619018555, 
96, 55697017, -0.40985703468322754, -8.79566478729248, -73.04103088378906, -0.2669582962989807, 1.0102006196975708, 10.08169937133789, -28.862953186035156, -132.98211669921875, -4.966549873352051, 
97, 55713684, -0.8653649687767029, -11.75795841217041, -73.49118041992188, 0.7794276475906372, 0.6117311716079712, 9.839154243469238, -32.04067611694336, -177.88943481445312, -28.65038299560547, 
98, 55730351, -1.3624144792556763, -15.261041641235352, -74.36660766601562, 2.0470468997955322, 0.24122551083564758, 9.689879417419434, -42.031455993652344, -209.6795196533203, -55.23115539550781, 
99, 55747018, -2.0522661209106445, -19.41107940673828, -75.5453109741211, 3.2653286457061768, 0.1352299153804779, 9.363402366638184, -62.81733322143555, -247.37783813476562, -76.27041625976562, 
100, 55763685, -3.3600656986236572, -24.14476203918457, -76.87622833251953, 4.901740550994873, -0.2669922113418579, 8.963393211364746, -108.05361938476562, -280.7064208984375, -87.611083984375, 
101, 55780352, -4.506943225860596, -29.491193771362305, -77.79984283447266, 5.260001182556152, -0.5898338556289673, 5.518954277038574, -93.77662658691406, -317.0380554199219, -71.4740982055664, 
102, 55797019, -2.473611831665039, -36.36289596557617, -79.46978759765625, 8.039926528930664, -0.526352047920227, 7.129833698272705, 67.36151123046875, -406.60833740234375, -109.19588470458984, 
103, 55813686, -0.9498129487037659, -45.207637786865234, -80.3069076538086, 10.562989234924316, -0.740081787109375, 4.145316123962402, 58.41337585449219, -529.2982177734375, -53.99942398071289, 
104, 55830353, 0.8442110419273376, -55.90685272216797, -79.99510955810547, 10.757209777832031, 0.05005696415901184, 1.0064473152160645, 121.83110809326172, -641.5775756835938, 11.178646087646484, 
105, 55847020, 6.829286098480225, -68.80809020996094, -83.42288970947266, 10.137686729431152, -0.20249640941619873, -3.142526149749756, 174.99697875976562, -777.6239624023438, -43.796974182128906, 
106, 55863687, 19.158864974975586, -74.34748077392578, -100.53012084960938, 12.265198707580566, 6.353950500488281, 20.142303466796875, -235.6086883544922, -391.7364807128906, -241.4318084716797, 
107, 55880354, 24.42159080505371, -67.85084533691406, -111.91969299316406, 17.85552978515625, -0.21991513669490814, 2.4190237522125244, -331.68475341796875, 278.42047119140625, -349.2750549316406, 
108, 55897021, 21.043466567993164, -64.77338409423828, -112.29401397705078, 9.896076202392578, -0.431287944316864, -1.2734726667404175, -223.33987426757812, 167.24755859375, -79.62979888916016, 
109, 55913688, 25.58938217163086, -67.2870864868164, -118.1289291381836, 6.055463790893555, -0.718630313873291, -1.692962884902954, -47.39949417114258, -193.85122680664062, -71.00149536132812, 
110, 55930355, 32.180152893066406, -71.31439208984375, -125.61257934570312, 8.37509536743164, 0.5273446440696716, 3.565460205078125, -25.05467414855957, -286.7372131347656, -22.566158294677734, 
111, 55947022, 36.12815856933594, -73.8193130493164, -130.4019012451172, 7.635863304138184, 1.4839261770248413, 2.46628999710083, -37.466819763183594, -171.62503051757812, 12.888317108154297, 
112, 55963689, 43.58440017700195, -76.64749145507812, -137.6659393310547, 5.563139915466309, 1.4772326946258545, 0.9009552597999573, 25.650056838989258, -200.23876953125, 23.131755828857422, 
113, 55980356, 57.5458869934082, -79.62254333496094, -151.06207275390625, 5.196089744567871, 0.662358820438385, 0.6874909996986389, 50.54902648925781, -239.06700134277344, 32.048377990722656, 
114, 55997023, 76.58186340332031, -81.98188018798828, -169.46023559570312, 4.095558166503906, 0.5290023684501648, 1.3527507781982422, 51.891571044921875, -215.37623596191406, 60.0744514465332, 
115, 56013690, 96.98339080810547, -83.67987823486328, 170.4882354736328, 3.659255027770996, 1.0310392379760742, 1.3945305347442627, 30.01219367980957, -153.96263122558594, 91.63045501708984, 
116, 56030357, 116.72410583496094, -85.2181625366211, 151.34559631347656, 3.0979998111724854, 0.6987678408622742, 0.6516459584236145, 41.05084991455078, -78.73690795898438, 119.03527069091797, 
117, 56047024, 145.90472412109375, -86.75756072998047, 122.99561309814453, 2.9556784629821777, -0.058423709124326706, 0.7870760560035706, 53.66935729980469, -28.700786590576172, 144.95155334472656, 
118, 56063691, -161.11016845703125, -87.75370788574219, 70.3190689086914, 5.350337982177734, -0.6087509989738464, 1.124961018562317, 21.563215255737305, 34.365440368652344, 151.7483673095703, 
119, 56080358, -91.83965301513672, -86.4128646850586, 1.4639278650283813, 9.81551742553711, -1.3070642948150635, 0.6379499435424805, 28.879661560058594, 120.10163879394531, 170.81431579589844, 
120, 56097025, -92.06493377685547, -83.94152069091797, 1.8204753398895264, 29.945322036743164, -0.4758329391479492, -5.598653793334961, 7.885486125946045, -6.435202598571777, 147.88893127441406, 
121, 56113692, -86.939697265625, -84.68861389160156, -3.8681769371032715, 9.330981254577637, -2.5430259704589844, 0.7604570388793945, -32.03760528564453, 34.21119689941406, -45.1385383605957, 
122, 56130359, -78.34860229492188, -86.34248352050781, -13.777702331542969, 11.389603614807129, -0.7130335569381714, -1.2440727949142456, -77.21761322021484, 34.13368225097656, -104.18745422363281, 
123, 56147026, -104.08614349365234, -87.12499237060547, 11.426451683044434, 17.883657455444336, 0.955452561378479, -0.4526681900024414, -34.241249084472656, -83.64277648925781, -47.78638458251953, 
124, 56163693, -132.92103576660156, -86.84049224853516, 40.157249450683594, 12.644022941589355, -0.6673712730407715, -1.2757633924484253, -8.462848663330078, -85.94417572021484, -28.330751419067383, 
125, 56180360, -150.01962280273438, -86.52587890625, 56.835575103759766, 10.194954872131348, -0.7867531180381775, -2.2053983211517334, -26.770645141601562, -49.641170501708984, -33.52442169189453, 
126, 56197027, -165.7095489501953, -85.91309356689453, 72.33128356933594, 7.945712089538574, 0.14535260200500488, -1.1329989433288574, -13.555242538452148, -55.73497772216797, -42.94379806518555, 
127, 56213694, -176.44198608398438, -85.68702697753906, 82.94769287109375, 5.580448150634766, 0.17003397643566132, 0.409129798412323, -8.586538314819336, -19.49327278137207, -43.958412170410156, 
128, 56230361, 178.63487243652344, -86.21467590332031, 87.81031036376953, 3.603402853012085, -0.14308948814868927, 0.10918137431144714, -4.282632350921631, 32.22995376586914, -21.21446990966797, 
129, 56247028, -174.1086883544922, -87.02053833007812, 80.77867126464844, 2.449323892593384, -0.15777036547660828, 0.14519989490509033, 14.26363754272461, 50.17952346801758, 22.925323486328125, 
130, 56263695, -147.29554748535156, -87.73548889160156, 54.34539794921875, 3.1210947036743164, -0.4000174105167389, -0.17153243720531464, 24.44383430480957, 64.10090637207031, 54.04638671875, 
131, 56280362, -104.44145202636719, -87.33979797363281, 12.05042552947998, 4.447361946105957, -0.5200383067131042, 0.05196192488074303, 35.73714828491211, 74.34748077392578, 80.30899810791016, 
132, 56297029, -87.92121887207031, -86.07305145263672, -4.104065418243408, 25.959749221801758, 0.06047142669558525, -0.7913106679916382, 23.5789794921875, 47.991851806640625, 80.69692993164062, 
133, 56313696, -88.68162536621094, -83.7255859375, -2.5749566555023193, 11.496269226074219, -1.5475751161575317, -4.7847185134887695, 45.90775680541992, -3.0270795822143555, 140.9890899658203, 
134, 56330363, -80.07572937011719, -83.85478210449219, -11.36731243133545, 9.219179153442383, -2.4144389629364014, 0.19247907400131226, -7.9006547927856445, 57.246185302734375, -13.320189476013184, 
135, 56347030, -63.7397346496582, -84.32867431640625, -28.118549346923828, 9.694419860839844, -1.2413270473480225, -0.08290977776050568, -19.44498634338379, 90.5038070678711, -58.885658264160156, 
136, 56363697, -52.9583740234375, -84.59391021728516, -39.21986389160156, 9.916585922241211, -0.30010929703712463, 0.9416864514350891, -15.90645694732666, 47.589420318603516, -47.29459762573242, 
137, 56380364, -44.62696838378906, -84.76636505126953, -47.64655303955078, 9.751733779907227, -0.6665540337562561, -0.39734378457069397, -3.3909964561462402, 29.67209815979004, -38.7020378112793, 
138, 56397031, -30.99004364013672, -84.23211669921875, -61.51683044433594, 9.861709594726562, -0.595921516418457, -0.9787934422492981, -10.025553703308105, 75.19709014892578, -43.46246337890625, 
139, 56413698, -18.01871109008789, -82.51507568359375, -74.94591522216797, 9.873294830322266, -0.2570560872554779, -0.5024311542510986, -22.068490982055664, 132.9814910888672, -42.05107879638672, 
